M_ID,SENSOR_UUID,CO2,TEMPERATURE,HUMIDITY,DISTANCE,MOVEMENTS,MEASURE_TIMESTAMP,INSERT_TIMESTAMP
942502,6f2445f6-a867-4125-a738-dc6fb3223755,425.81,28.1617,52.5803,12.6279,0,,2021-06-19 00:01:26.926052
942504,6f2445f6-a867-4125-a738-dc6fb3223755,427.349,28.1323,52.5772,12.1017,0,,2021-06-19 00:02:02.544990
942505,6f2445f6-a867-4125-a738-dc6fb3223755,426.206,28.1323,52.6169,12.1017,0,,2021-06-19 00:02:20.544668
942506,6f2445f6-a867-4125-a738-dc6fb3223755,425.323,28.1189,52.5757,12.1017,0,,2021-06-19 00:02:37.681376
942512,6f2445f6-a867-4125-a738-dc6fb3223755,426.571,28.1189,52.6001,12.6279,0,,2021-06-19 00:04:24.064939
942519,6f2445f6-a867-4125-a738-dc6fb3223755,425.209,28.0629,52.7405,12.1017,0,,2021-06-19 00:06:27.857664
942521,6f2445f6-a867-4125-a738-dc6fb3223755,425.115,28.0201,52.7496,12.102,0,,2021-06-19 00:07:03.525963
942522,6f2445f6-a867-4125-a738-dc6fb3223755,426.279,27.9934,52.8183,12.1017,0,,2021-06-19 00:07:21.086875
942523,6f2445f6-a867-4125-a738-dc6fb3223755,425.649,27.9934,52.8687,12.1017,0,,2021-06-19 00:07:38.582368
942524,6f2445f6-a867-4125-a738-dc6fb3223755,425.172,27.9614,52.8503,12.6279,0,,2021-06-19 00:07:56.584992
942526,6f2445f6-a867-4125-a738-dc6fb3223755,425.259,27.932,52.9846,12.6279,0,,2021-06-19 00:08:31.700724
942527,6f2445f6-a867-4125-a738-dc6fb3223755,425.353,27.8626,52.948,12.6279,0,,2021-06-19 00:08:49.712837
942528,6f2445f6-a867-4125-a738-dc6fb3223755,425.4,27.8492,53.0075,12.6279,0,,2021-06-19 00:09:07.323228
942529,6f2445f6-a867-4125-a738-dc6fb3223755,426.332,27.8492,53.0945,12.6279,0,,2021-06-19 00:09:25.317482
942532,6f2445f6-a867-4125-a738-dc6fb3223755,424.819,27.7905,53.1998,12.102,0,,2021-06-19 00:10:18.417394
942535,6f2445f6-a867-4125-a738-dc6fb3223755,428.308,27.7344,53.3508,12.6279,0,,2021-06-19 00:11:11.140074
942536,6f2445f6-a867-4125-a738-dc6fb3223755,430.088,27.7077,53.4088,12.6281,0,,2021-06-19 00:11:29.113345
942537,6f2445f6-a867-4125-a738-dc6fb3223755,432.214,27.665,53.3905,12.6279,0,,2021-06-19 00:11:46.750082
942541,6f2445f6-a867-4125-a738-dc6fb3223755,432.91,27.5929,53.6026,12.6279,0,,2021-06-19 00:12:57.868117
942542,6f2445f6-a867-4125-a738-dc6fb3223755,433.015,27.5662,53.624,12.6279,0,,2021-06-19 00:13:15.442104
942548,6f2445f6-a867-4125-a738-dc6fb3223755,432.737,27.4807,53.8818,12.6279,0,,2021-06-19 00:15:01.682594
942551,6f2445f6-a867-4125-a738-dc6fb3223755,433.25,27.4247,53.9505,12.1017,0,,2021-06-19 00:15:54.799286
942554,6f2445f6-a867-4125-a738-dc6fb3223755,435.258,27.3953,54.0695,12.1017,0,,2021-06-19 00:16:47.919360
942555,6f2445f6-a867-4125-a738-dc6fb3223755,434.818,27.3686,54.1412,12.6281,0,,2021-06-19 00:17:05.513251
942556,6f2445f6-a867-4125-a738-dc6fb3223755,435.311,27.3072,54.1428,12.6279,0,,2021-06-19 00:17:23.230120
942557,6f2445f6-a867-4125-a738-dc6fb3223755,435.928,27.3232,54.2328,12.6279,0,,2021-06-19 00:17:40.713005
942565,6f2445f6-a867-4125-a738-dc6fb3223755,438.366,27.1096,54.6082,12.6279,0,,2021-06-19 00:20:02.804792
942568,6f2445f6-a867-4125-a738-dc6fb3223755,437.902,27.0829,54.8645,12.6279,0,,2021-06-19 00:20:55.485561
942569,6f2445f6-a867-4125-a738-dc6fb3223755,438.046,27.0535,54.9103,12.1017,0,,2021-06-19 00:21:13.460261
942572,6f2445f6-a867-4125-a738-dc6fb3223755,435.912,26.9841,54.9713,12.1017,0,,2021-06-19 00:22:06.570145
942573,6f2445f6-a867-4125-a738-dc6fb3223755,436.528,26.968,54.9576,12.6281,0,,2021-06-19 00:22:24.179921
942574,6f2445f6-a867-4125-a738-dc6fb3223755,435.928,26.968,55.0446,12.1017,0,,2021-06-19 00:22:41.684376
942576,6f2445f6-a867-4125-a738-dc6fb3223755,435.167,26.9253,55.0751,12.6281,0,,2021-06-19 00:23:17.403976
942578,6f2445f6-a867-4125-a738-dc6fb3223755,435.437,26.912,55.1483,12.1017,0,,2021-06-19 00:23:52.887928
942579,6f2445f6-a867-4125-a738-dc6fb3223755,435.911,26.8692,55.217,12.1017,0,,2021-06-19 00:24:10.509528
942583,6f2445f6-a867-4125-a738-dc6fb3223755,435.061,26.8265,55.3085,12.6281,0,,2021-06-19 00:25:21.136419
942584,6f2445f6-a867-4125-a738-dc6fb3223755,435.329,26.7998,55.3284,12.1017,0,,2021-06-19 00:25:38.629093
942585,6f2445f6-a867-4125-a738-dc6fb3223755,436.684,26.7838,55.4504,12.6279,0,,2021-06-19 00:25:56.833037
942587,6f2445f6-a867-4125-a738-dc6fb3223755,437.171,26.725,55.5023,12.6279,0,,2021-06-19 00:26:31.926480
