m_id,sensor_uuid,co2,temperature,humidity,distance,movements,measure_timestamp,insert_timestamp
162894,daa63802-cd45-4a4a-938d-9d259fb11ae2,1311.36,21.4324,43.6966,2.10469,0,,2021-04-18T01:05:04.769Z
162895,6f2445f6-a867-4125-a738-dc6fb3223755,514.917,22.5113,30.423,14.7326,0,,2021-04-18T01:05:14.257Z
162896,d51f3181-9500-418f-8a98-6627fbc63a20,858.642,21.7288,33.4579,11.5758,0,,2021-04-18T01:05:21.763Z
162897,daa63802-cd45-4a4a-938d-9d259fb11ae2,1311.7,21.4324,43.6966,2.10446,0,,2021-04-18T01:05:22.875Z
162898,6f2445f6-a867-4125-a738-dc6fb3223755,510.504,22.5113,30.4413,15.2588,0,,2021-04-18T01:05:31.860Z
162899,d51f3181-9500-418f-8a98-6627fbc63a20,857.096,21.7422,33.49,11.5758,0,,2021-04-18T01:05:38.740Z
162900,daa63802-cd45-4a4a-938d-9d259fb11ae2,1312.58,21.4485,43.7103,2.10469,0,,2021-04-18T01:05:40.491Z
162901,6f2445f6-a867-4125-a738-dc6fb3223755,506.459,22.4952,30.455,15.2588,0,,2021-04-18T01:05:49.667Z
162902,d51f3181-9500-418f-8a98-6627fbc63a20,855.645,21.7556,33.4488,11.0494,0,,2021-04-18T01:05:55.769Z
162903,daa63802-cd45-4a4a-938d-9d259fb11ae2,1314.04,21.4485,43.7363,2.10469,0,,2021-04-18T01:05:56.998Z
162904,6f2445f6-a867-4125-a738-dc6fb3223755,502.786,22.4952,30.4688,15.2588,0,,2021-04-18T01:06:07.517Z
162905,d51f3181-9500-418f-8a98-6627fbc63a20,855.154,21.7556,33.4915,11.0496,0,,2021-04-18T01:06:12.885Z
162906,daa63802-cd45-4a4a-938d-9d259fb11ae2,1314.43,21.4324,43.7958,2.10469,0,,2021-04-18T01:06:15.111Z
162907,6f2445f6-a867-4125-a738-dc6fb3223755,501.098,22.5113,30.423,15.2588,0,,2021-04-18T01:06:25.291Z
162908,d51f3181-9500-418f-8a98-6627fbc63a20,855.348,21.7556,33.4595,11.0494,0,,2021-04-18T01:06:29.962Z
162909,daa63802-cd45-4a4a-938d-9d259fb11ae2,1317.63,21.4485,43.8095,2.10469,0,,2021-04-18T01:06:32.690Z
162910,6f2445f6-a867-4125-a738-dc6fb3223755,499.122,22.5113,30.423,15.2588,0,,2021-04-18T01:06:43.084Z
