m_id,sensor_uuid,co2,temperature,humidity,distance,movements,measure_timestamp,insert_timestamp
65224,d51f3181-9500-418f-8a98-6627fbc63a20,958.253,26.5461,28.7521,5.78765,1,,2021-04-06T10:33:18.955Z
65225,d51f3181-9500-418f-8a98-6627fbc63a20,953.885,26.5328,28.6926,5.7879,1,,2021-04-06T10:33:35.542Z
65227,d51f3181-9500-418f-8a98-6627fbc63a20,995.58,26.5888,28.5934,5.26172,0,,2021-04-06T10:34:10.040Z
65229,d51f3181-9500-418f-8a98-6627fbc63a20,1002.79,26.6182,28.4912,5.26172,0,,2021-04-06T10:34:44.258Z
65232,d51f3181-9500-418f-8a98-6627fbc63a20,937.329,26.5888,28.5461,5.7879,0,,2021-04-06T10:35:35.424Z
65236,d51f3181-9500-418f-8a98-6627fbc63a20,925.852,26.5888,28.5782,5.2615,0,,2021-04-06T10:36:43.421Z
65238,d51f3181-9500-418f-8a98-6627fbc63a20,924.872,26.5755,28.6072,5.26172,1,,2021-04-06T10:37:17.639Z
65240,d51f3181-9500-418f-8a98-6627fbc63a20,923.322,26.5755,28.5782,5.2615,0,,2021-04-06T10:37:52.155Z
65243,d51f3181-9500-418f-8a98-6627fbc63a20,920.847,26.5595,28.5004,5.26172,0,,2021-04-06T10:38:43.257Z
65245,d51f3181-9500-418f-8a98-6627fbc63a20,921.098,26.5328,28.6331,5.26172,0,,2021-04-06T10:39:17.336Z
65247,d51f3181-9500-418f-8a98-6627fbc63a20,924.384,26.5595,28.6942,5.26148,0,,2021-04-06T10:39:51.335Z
65250,d51f3181-9500-418f-8a98-6627fbc63a20,933.382,26.5328,28.6758,5.26172,0,,2021-04-06T10:40:42.963Z
65252,d51f3181-9500-418f-8a98-6627fbc63a20,932.293,26.5034,28.6469,5.26172,0,,2021-04-06T10:41:16.951Z
65253,d51f3181-9500-418f-8a98-6627fbc63a20,933.03,26.5034,28.7033,5.26172,1,,2021-04-06T10:41:33.935Z
65257,d51f3181-9500-418f-8a98-6627fbc63a20,951.985,26.49,28.7628,5.2615,0,,2021-04-06T10:42:42.464Z
65260,d51f3181-9500-418f-8a98-6627fbc63a20,957.668,26.4607,28.7308,5.26172,0,,2021-04-06T10:43:33.538Z
65264,d51f3181-9500-418f-8a98-6627fbc63a20,930.738,26.434,28.6835,5.78765,0,,2021-04-06T10:44:42.277Z
65266,d51f3181-9500-418f-8a98-6627fbc63a20,923.689,26.434,28.6102,5.26172,0,,2021-04-06T10:45:16.363Z
65267,d51f3181-9500-418f-8a98-6627fbc63a20,919.382,26.4046,28.6804,5.2615,0,,2021-04-06T10:45:33.393Z
65270,d51f3181-9500-418f-8a98-6627fbc63a20,911.456,26.4046,28.6209,5.26172,0,,2021-04-06T10:46:24.558Z
65276,d51f3181-9500-418f-8a98-6627fbc63a20,837.051,26.3619,28.1433,5.26172,0,,2021-04-06T10:48:07.176Z
65279,d51f3181-9500-418f-8a98-6627fbc63a20,817.435,26.3485,28.392,5.26172,0,,2021-04-06T10:48:58.232Z
