m_id,sensor_uuid,co2,temperature,humidity,distance,movements,measure_timestamp,insert_timestamp
259426,daa63802-cd45-4a4a-938d-9d259fb11ae2,1602.71,23.1601,47.5464,2.63086,0,,2021-04-25T00:08:33.877Z
259430,daa63802-cd45-4a4a-938d-9d259fb11ae2,1604.68,23.1735,47.5494,2.63086,0,,2021-04-25T00:09:09.862Z
259431,6f2445f6-a867-4125-a738-dc6fb3223755,408.127,23.3337,28.3676,1.05234,0,,2021-04-25T00:09:16.314Z
259434,daa63802-cd45-4a4a-938d-9d259fb11ae2,1612.78,23.1601,47.583,2.63062,0,,2021-04-25T00:09:46.018Z
259435,6f2445f6-a867-4125-a738-dc6fb3223755,407.83,23.3177,28.3813,1.57852,0,,2021-04-25T00:09:51.846Z
259436,daa63802-cd45-4a4a-938d-9d259fb11ae2,1615.26,23.1468,47.6425,2.63086,0,,2021-04-25T00:10:02.049Z
259439,6f2445f6-a867-4125-a738-dc6fb3223755,408.183,23.291,28.3783,1.57829,0,,2021-04-25T00:10:27.456Z
259442,daa63802-cd45-4a4a-938d-9d259fb11ae2,1623.23,23.1735,47.6364,2.63086,0,,2021-04-25T00:10:56.658Z
259443,6f2445f6-a867-4125-a738-dc6fb3223755,410.308,23.3177,28.4149,1.57852,0,,2021-04-25T00:11:02.867Z
259369,daa63802-cd45-4a4a-938d-9d259fb11ae2,1545.07,23.1895,47.1436,2.10469,0,,2021-04-25T00:00:05.339Z
259370,6f2445f6-a867-4125-a738-dc6fb3223755,407.037,23.3177,28.3356,1.57852,0,,2021-04-25T00:00:06.699Z
259371,daa63802-cd45-4a4a-938d-9d259fb11ae2,1547.6,23.2029,47.1939,2.63086,0,,2021-04-25T00:00:23.586Z
259372,6f2445f6-a867-4125-a738-dc6fb3223755,406.238,23.3337,28.2867,1.05234,0,,2021-04-25T00:00:24.227Z
259373,daa63802-cd45-4a4a-938d-9d259fb11ae2,1550.24,23.2029,47.2214,2.63086,0,,2021-04-25T00:00:41.665Z
259375,6f2445f6-a867-4125-a738-dc6fb3223755,404.966,23.291,28.3173,1.57829,0,,2021-04-25T00:00:59.824Z
259381,6f2445f6-a867-4125-a738-dc6fb3223755,406.94,23.3043,28.3325,1.57852,0,,2021-04-25T00:01:53.248Z
259382,daa63802-cd45-4a4a-938d-9d259fb11ae2,1556.32,23.1895,47.2198,2.10469,0,,2021-04-25T00:01:56.016Z
259385,6f2445f6-a867-4125-a738-dc6fb3223755,407.154,23.291,28.299,1.57852,0,,2021-04-25T00:02:28.363Z
259388,daa63802-cd45-4a4a-938d-9d259fb11ae2,1561.28,23.1735,47.2794,2.63086,0,,2021-04-25T00:02:50.070Z
259391,6f2445f6-a867-4125-a738-dc6fb3223755,407.967,23.3337,28.3218,1.05234,0,,2021-04-25T00:03:21.659Z
259394,daa63802-cd45-4a4a-938d-9d259fb11ae2,1569.82,23.1735,47.2656,2.63086,0,,2021-04-25T00:03:44.181Z
259398,daa63802-cd45-4a4a-938d-9d259fb11ae2,1573.5,23.1468,47.3358,2.63086,0,,2021-04-25T00:04:20.605Z
259402,daa63802-cd45-4a4a-938d-9d259fb11ae2,1578.16,23.1468,47.3984,2.10469,0,,2021-04-25T00:04:56.853Z
259406,daa63802-cd45-4a4a-938d-9d259fb11ae2,1582.27,23.1735,47.3495,2.63086,0,,2021-04-25T00:05:32.711Z
259407,6f2445f6-a867-4125-a738-dc6fb3223755,407.977,23.3043,28.3325,1.57852,0,,2021-04-25T00:05:43.803Z
259410,daa63802-cd45-4a4a-938d-9d259fb11ae2,1587.82,23.1735,47.377,2.63086,0,,2021-04-25T00:06:09.240Z
259422,daa63802-cd45-4a4a-938d-9d259fb11ae2,1601.24,23.1601,47.5098,2.63086,0,,2021-04-25T00:07:57.908Z
259424,daa63802-cd45-4a4a-938d-9d259fb11ae2,1601.47,23.1468,47.5189,2.63086,0,,2021-04-25T00:08:15.601Z
259425,6f2445f6-a867-4125-a738-dc6fb3223755,406.971,23.3043,28.3325,1.57852,0,,2021-04-25T00:08:23.318Z
259432,daa63802-cd45-4a4a-938d-9d259fb11ae2,1608.03,23.1601,47.6227,2.63086,0,,2021-04-25T00:09:27.913Z
259440,daa63802-cd45-4a4a-938d-9d259fb11ae2,1620.69,23.1735,47.6593,2.63086,0,,2021-04-25T00:10:38.526Z
259441,6f2445f6-a867-4125-a738-dc6fb3223755,408.546,23.3177,28.3813,1.05234,0,,2021-04-25T00:10:45.067Z
259374,6f2445f6-a867-4125-a738-dc6fb3223755,405.739,23.3337,28.3508,1.57852,0,,2021-04-25T00:00:42.132Z
259376,daa63802-cd45-4a4a-938d-9d259fb11ae2,1553.19,23.2029,47.2076,2.63086,0,,2021-04-25T00:01:01.507Z
